Student_ID,Age,Gender,City,Education_Level,Employment_Status,Course_Name,Course_Category,Course_Fee_INR,Device_Used,Enrollment_Date,Time_Spent_Hours,Videos_Watched,Assignments_Submitted,Quiz_Score,Login_Frequency_Per_Month,Completion_Status,Certificate_Earned,Course_Rating,Feedback_Sentiment
STU1111,41,Male,Chennai,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,07-12-2023,35,28,8,62,28,Completed,Yes,3.3,Positive
STU1112,23,Female,Chennai,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Mobile,19-07-2024,54,44,18,65,16,Completed,Yes,3.3,Positive
STU1113,19,Female,Hyderabad,Master's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,10-07-2024,87,21,1,67,5,Dropped,No,,Negative
STU1114,37,Male,Delhi,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,22-01-2024,111,7,18,89,10,Completed,Yes,3.6,Positive
STU1115,28,Female,Bangalore,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,11-04-2024,81,14,1,50,17,Dropped,No,,Negative
STU1116,21,Male,Kolkata,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,26-11-2023,110,48,14,52,13,Completed,Yes,3.6,Negative
STU1117,32,Female,Bangalore,Bachelor's,Freelancer,Business Intelligence,BI Tools,4499,Mobile,13-07-2023,71,4,2,63,16,Dropped,No,,Negative
STU1118,23,Female,Chennai,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,02-09-2023,116,3,4,90,9,Completed,Yes,4.6,Neutral
STU1119,39,Female,Ahmedabad,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Desktop,08-08-2024,16,10,10,27,24,Dropped,No,,Negative
STU1120,34,Male,Kolkata,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,28-01-2024,53,17,6,92,4,Dropped,No,,Negative
STU1121,41,Other,Hyderabad,Bachelor's,Student,Data Science with Python,Data Analytics,4999,Desktop,28-08-2023,40,41,5,21,24,Dropped,No,,Negative
STU1122,23,Male,Kolkata,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Tablet,25-02-2024,100,48,13,36,29,Completed,Yes,3.7,Positive
STU1123,36,Female,Ahmedabad,Master's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,14-02-2023,20,29,0,71,28,Completed,Yes,4.9,Neutral
STU1124,42,Male,Bangalore,High School,Job Seeker,Excel for Analytics,BI Tools,1499,Mobile,22-11-2023,88,14,16,64,29,Completed,Yes,4.4,Negative
STU1125,19,Male,Bangalore,Bachelor's,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,29-04-2024,111,5,16,56,26,Completed,Yes,4,Positive
STU1126,32,Male,Delhi,Master's,Student,Excel for Analytics,BI Tools,1499,Desktop,26-01-2024,69,15,13,61,16,Dropped,No,,Neutral
STU1127,28,Female,Mumbai,Bachelor's,Student,Data Science with Python,Data Analytics,4999,Desktop,31-01-2024,45,46,9,63,23,Completed,Yes,4.2,Positive
STU1128,25,Female,Kolkata,High School,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,10-11-2024,6,39,7,57,27,Dropped,No,,Negative
STU1129,43,Male,Chennai,Bachelor's,Job Seeker,Business Intelligence,BI Tools,4499,Desktop,29-10-2024,92,8,7,25,11,Dropped,No,,Negative
STU1130,36,Male,Ahmedabad,High School,Student,Power BI Masterclass,BI Tools,3499,Tablet,05-06-2023,69,42,13,87,7,Completed,Yes,3.9,Positive
STU1131,30,Female,Ahmedabad,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Tablet,22-05-2024,49,33,6,70,17,Completed,Yes,3.3,Positive
STU1132,29,Male,Ahmedabad,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,07-02-2023,39,26,5,54,22,Dropped,No,,Negative
STU1133,22,Male,Chennai,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,10-05-2023,102,12,3,77,13,Completed,Yes,3,Positive
STU1134,23,Female,Mumbai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Tablet,29-05-2024,2,35,0,76,4,Dropped,No,,Negative
STU1135,43,Female,Bangalore,Master's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,27-08-2024,107,26,14,92,14,Completed,No,3.8,Neutral
STU1136,39,Other,Delhi,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,06-12-2023,39,8,14,25,10,Dropped,No,,Negative
STU1137,21,Male,Delhi,Bachelor's,Student,Python for Beginners,Programming,1999,Desktop,13-04-2023,118,4,0,32,10,Dropped,No,,Neutral
STU1138,36,Male,Chennai,Bachelor's,Freelancer,Python for Beginners,Programming,1999,Desktop,26-03-2024,21,21,19,78,10,Dropped,No,,Neutral
STU1139,37,Female,Delhi,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,13-04-2023,40,30,2,49,27,Dropped,No,,Neutral
STU1140,18,Female,Ahmedabad,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Desktop,22-06-2024,101,2,4,21,12,Dropped,No,,Neutral
STU1141,37,Female,Pune,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,12-04-2024,82,29,4,77,2,Completed,Yes,4.7,Positive
STU1142,34,Female,Mumbai,Bachelor's,Student,Business Intelligence,BI Tools,4499,Tablet,16-01-2023,54,20,3,55,26,Completed,Yes,3.8,Positive
STU1143,29,Male,Bangalore,Bachelor's,Freelancer,Business Intelligence,BI Tools,4499,Desktop,28-05-2023,112,34,16,91,23,Completed,Yes,4.7,Positive
STU1144,32,Female,Pune,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,24-02-2024,110,5,19,64,9,Dropped,No,,Neutral
STU1145,18,Male,Mumbai,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,01-11-2024,12,27,13,28,29,Dropped,No,,Neutral
STU1146,43,Male,Hyderabad,Bachelor's,Freelancer,SQL Fundamentals,Data Analytics,2499,Mobile,08-06-2023,81,31,7,84,5,Completed,Yes,3.9,Negative
STU1147,31,Female,Kolkata,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Desktop,18-03-2023,37,41,1,96,8,Completed,Yes,3.9,Positive
STU1148,23,Male,Chennai,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Mobile,25-04-2024,110,36,7,69,21,Completed,No,4.6,Neutral
STU1149,22,Male,Ahmedabad,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,29-09-2023,38,24,0,98,14,Completed,Yes,4.3,Neutral
STU1150,28,Female,Delhi,Master's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,13-12-2023,15,31,3,51,7,Dropped,No,,Negative
STU1151,21,Male,Hyderabad,Master's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,30-09-2024,7,34,18,62,7,Dropped,No,,Negative
STU1152,30,Female,Delhi,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,12-02-2024,78,21,4,97,9,Completed,Yes,4.2,Positive
STU1153,28,Male,Pune,Bachelor's,Freelancer,Business Intelligence,BI Tools,4499,Mobile,27-10-2024,50,23,4,73,3,Dropped,No,,Negative
STU1154,20,Female,Bangalore,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Mobile,24-03-2023,65,38,19,66,14,Completed,Yes,3.6,Positive
STU1155,18,Male,Bangalore,Master's,Student,Machine Learning Basics,AI/ML,5999,Desktop,03-12-2023,102,29,18,33,17,Completed,Yes,4.2,Neutral
STU1156,23,Male,Bangalore,Bachelor's,Student,Python for Beginners,Programming,1999,Mobile,21-11-2024,67,49,11,67,18,Completed,Yes,4.4,Positive
STU1157,35,Other,Ahmedabad,PhD,Student,SQL Fundamentals,Data Analytics,2499,Mobile,30-06-2024,101,31,19,74,12,Completed,Yes,4,Neutral
STU1158,41,Female,Delhi,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,25-01-2024,44,30,0,48,22,Dropped,No,,Neutral
STU1159,27,Male,Hyderabad,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Tablet,21-11-2023,31,22,6,66,14,Dropped,No,,Negative
STU1160,22,Male,Bangalore,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Desktop,03-10-2024,43,39,16,82,26,Completed,Yes,3.4,Positive
STU1161,40,Female,Hyderabad,Master's,Freelancer,Web Development with HTML/CSS,Programming,2999,Mobile,14-05-2024,77,32,1,38,26,Completed,Yes,3.8,Positive
STU1162,27,Female,Delhi,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,08-07-2024,48,24,10,28,28,Dropped,No,,Negative
STU1163,29,Female,Ahmedabad,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,06-02-2023,82,35,6,56,13,Completed,No,3.6,Positive
STU1164,19,Female,Pune,PhD,Working Professional,Business Intelligence,BI Tools,4499,Mobile,24-09-2024,81,23,16,71,14,Completed,Yes,4.5,Positive
STU1165,30,Male,Ahmedabad,High School,Student,Machine Learning Basics,AI/ML,5999,Desktop,12-03-2023,81,30,2,76,9,Completed,No,4.3,Negative
STU1166,25,Male,Hyderabad,Master's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,29-08-2023,61,38,5,47,19,Completed,Yes,4.9,Positive
STU1167,19,Female,Ahmedabad,Bachelor's,Job Seeker,Digital Marketing Analytics,Marketing,3999,Mobile,08-10-2024,75,45,10,55,26,Completed,Yes,4.6,Negative
STU1168,37,Male,Ahmedabad,Master's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,01-12-2024,84,12,17,83,2,Dropped,No,,Negative
STU1169,18,Male,Pune,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Desktop,22-10-2023,10,9,17,37,11,Dropped,No,,Negative
STU1170,22,Female,Delhi,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,21-08-2023,29,22,9,54,17,Dropped,No,,Negative
STU1171,26,Female,Delhi,Master's,Student,Business Intelligence,BI Tools,4499,Mobile,03-04-2023,48,17,4,87,2,Dropped,No,,Negative
STU1172,34,Female,Chennai,High School,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,20-03-2024,98,31,14,97,19,Completed,Yes,3.7,Neutral
STU1173,26,Female,Ahmedabad,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,11-04-2023,81,32,19,58,7,Completed,Yes,3.6,Positive
STU1174,28,Female,Delhi,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,10-10-2024,118,35,3,27,18,Completed,Yes,4.6,Positive
STU1175,32,Male,Delhi,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,13-04-2023,62,27,0,99,13,Completed,Yes,3.7,Positive
STU1176,41,Male,Mumbai,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Mobile,30-03-2024,116,15,14,34,5,Dropped,No,,Neutral
STU1177,23,Male,Bangalore,High School,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,20-06-2023,106,15,16,26,18,Dropped,No,,Negative
STU1178,40,Male,Chennai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Tablet,03-11-2023,13,17,18,36,23,Dropped,No,,Negative
STU1179,20,Female,Kolkata,Bachelor's,Job Seeker,Digital Marketing Analytics,Marketing,3999,Desktop,30-01-2023,44,7,13,83,26,Completed,No,4.9,Positive
STU1180,34,Male,Chennai,Bachelor's,Job Seeker,Machine Learning Basics,AI/ML,5999,Tablet,17-02-2023,47,41,18,31,24,Dropped,No,,Neutral
STU1181,22,Male,Chennai,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Mobile,29-11-2023,103,15,17,75,24,Completed,Yes,3.4,Positive
STU1182,29,Male,Kolkata,Master's,Student,Excel for Analytics,BI Tools,1499,Tablet,27-02-2023,64,10,1,65,29,Completed,Yes,5,Positive
STU1183,35,Male,Mumbai,Master's,Job Seeker,Python for Beginners,Programming,1999,Mobile,28-10-2023,91,5,5,66,16,Completed,Yes,3.4,Positive
STU1184,31,Male,Ahmedabad,Master's,Student,Business Intelligence,BI Tools,4499,Desktop,03-01-2024,118,0,12,98,15,Completed,Yes,4.5,Neutral
STU1185,38,Male,Pune,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,19-01-2024,53,11,16,35,8,Dropped,No,,Negative
STU1186,41,Male,Delhi,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,17-03-2024,90,37,5,88,26,Completed,Yes,3.1,Positive
STU1187,28,Male,Bangalore,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,30-05-2023,92,27,4,21,15,Dropped,No,,Negative
STU1188,26,Male,Hyderabad,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,08-09-2023,77,44,6,73,25,Completed,Yes,4.5,Positive
STU1189,19,Female,Ahmedabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,27-06-2024,76,16,0,46,1,Dropped,No,,Negative
STU1190,29,Male,Kolkata,High School,Working Professional,Business Intelligence,BI Tools,4499,Desktop,26-02-2024,44,0,12,50,28,Dropped,No,,Neutral
STU1191,20,Male,Pune,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,02-08-2024,28,31,18,60,17,Dropped,No,,Negative
STU1192,20,Female,Ahmedabad,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,29-11-2024,2,7,0,55,15,Dropped,No,,Neutral
STU1193,18,Male,Kolkata,Bachelor's,Job Seeker,Digital Marketing Analytics,Marketing,3999,Desktop,04-07-2023,101,39,12,66,14,Completed,Yes,4.9,Positive
STU1194,25,Female,Delhi,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,24-06-2023,57,42,10,62,14,Completed,Yes,3.4,Positive
STU1195,39,Female,Mumbai,High School,Student,Machine Learning Basics,AI/ML,5999,Mobile,29-06-2023,57,45,6,84,10,Completed,Yes,4.6,Positive
STU1196,25,Male,Ahmedabad,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Mobile,22-03-2023,34,23,19,69,2,Dropped,No,,Neutral
STU1197,28,Female,Kolkata,Master's,Working Professional,Machine Learning Basics,AI/ML,5999,Tablet,16-09-2024,87,9,2,20,27,Dropped,No,,Neutral
STU1198,26,Male,Delhi,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,27-01-2024,58,46,0,91,6,Completed,Yes,4.7,Positive
STU1199,22,Female,Delhi,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Desktop,26-09-2024,52,38,7,76,17,Completed,Yes,3.1,Positive
STU1200,31,Male,Mumbai,High School,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,30-11-2024,109,38,16,35,5,Completed,Yes,4.7,Positive
STU1201,20,Female,Chennai,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,04-09-2023,29,9,12,47,5,Dropped,No,,Negative
STU1202,38,Male,Ahmedabad,High School,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,24-05-2024,35,35,13,41,15,Dropped,No,,Neutral
STU1203,22,Male,Ahmedabad,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,20-08-2024,75,24,4,60,15,Completed,Yes,4.6,Negative
STU1204,22,Female,Chennai,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,27-05-2023,48,49,5,95,20,Completed,Yes,4.3,Negative
STU1205,36,Male,Bangalore,Master's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,26-08-2023,33,9,5,38,11,Dropped,No,,Neutral
STU1206,44,Male,Bangalore,Bachelor's,Freelancer,Excel for Analytics,BI Tools,1499,Mobile,17-04-2024,115,18,7,69,5,Completed,Yes,3.3,Positive
STU1207,31,Female,Chennai,Master's,Freelancer,Power BI Masterclass,BI Tools,3499,Mobile,15-10-2024,75,45,12,78,28,Completed,Yes,3.6,Positive
STU1208,43,Female,Pune,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,18-09-2023,73,44,17,88,1,Completed,Yes,3.5,Negative
STU1209,21,Male,Hyderabad,Bachelor's,Job Seeker,Business Intelligence,BI Tools,4499,Mobile,15-04-2024,78,14,3,53,11,Dropped,No,,Negative
STU1210,42,Female,Delhi,Bachelor's,Student,Python for Beginners,Programming,1999,Desktop,19-09-2023,9,15,16,58,11,Dropped,No,,Neutral
STU1211,30,Female,Hyderabad,High School,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,13-11-2024,103,1,4,93,6,Completed,Yes,3.3,Positive
STU1212,27,Female,Delhi,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,10-01-2023,48,28,2,26,23,Dropped,No,,Neutral
STU1213,42,Male,Chennai,Master's,Student,Excel for Analytics,BI Tools,1499,Desktop,21-04-2024,67,3,3,71,8,Dropped,No,,Negative
STU1214,35,Female,Bangalore,Bachelor's,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,22-10-2023,93,49,4,79,2,Completed,Yes,3.8,Positive
STU1215,25,Male,Pune,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,24-11-2024,83,28,13,71,15,Completed,Yes,3.8,Positive
STU1216,25,Other,Bangalore,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,13-07-2024,36,30,14,98,23,Completed,Yes,3.9,Positive
STU1217,24,Male,Hyderabad,Master's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,11-06-2023,96,16,19,43,22,Completed,Yes,4.2,Positive
STU1218,25,Male,Bangalore,PhD,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,17-03-2023,71,9,16,45,9,Dropped,No,,Neutral
STU1219,31,Female,Chennai,Master's,Freelancer,Statistics for Data Science,Data Analytics,3999,Mobile,28-03-2024,119,26,5,29,15,Completed,Yes,4.2,Positive
STU1220,36,Male,Pune,Bachelor's,Student,Data Science with Python,Data Analytics,4999,Mobile,20-12-2023,92,40,9,36,8,Completed,Yes,4.1,Neutral
STU1221,23,Other,Hyderabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,24-08-2024,44,14,15,97,16,Completed,Yes,4.8,Positive
STU1222,18,Other,Pune,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,03-11-2023,82,43,16,21,27,Completed,Yes,4.7,Positive
STU1223,40,Female,Ahmedabad,High School,Freelancer,Power BI Masterclass,BI Tools,3499,Desktop,16-10-2024,60,30,13,96,14,Completed,No,3.8,Positive
STU1224,32,Male,Delhi,High School,Student,Power BI Masterclass,BI Tools,3499,Desktop,10-03-2024,63,20,19,46,15,Dropped,No,,Neutral
STU1225,18,Female,Bangalore,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Desktop,14-09-2023,5,40,11,92,20,Completed,Yes,3.1,Positive
STU1226,42,Male,Pune,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Desktop,12-04-2024,87,45,8,90,13,Completed,Yes,4.9,Positive
STU1227,34,Male,Mumbai,PhD,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,06-11-2023,119,44,14,67,9,Completed,Yes,4.4,Positive
STU1228,18,Female,Ahmedabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,23-07-2023,86,25,11,93,1,Completed,Yes,4.6,Positive
STU1229,32,Male,Bangalore,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,29-01-2024,90,37,13,28,27,Completed,Yes,4.2,Positive
STU1230,40,Male,Delhi,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Desktop,09-05-2024,106,35,17,42,6,Completed,Yes,4.8,Positive
STU1231,19,Other,Pune,Master's,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,20-04-2023,76,16,19,90,8,Completed,Yes,3.2,Positive
STU1232,31,Male,Hyderabad,Master's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,31-08-2023,40,2,5,92,27,Completed,Yes,3.5,Positive
STU1233,38,Male,Delhi,Master's,Student,Excel for Analytics,BI Tools,1499,Desktop,26-01-2024,19,13,3,46,27,Dropped,No,,Neutral
STU1234,25,Female,Mumbai,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,08-08-2024,47,48,11,90,20,Completed,Yes,4.3,Positive
STU1235,25,Male,Pune,Bachelor's,Freelancer,SQL Fundamentals,Data Analytics,2499,Mobile,03-01-2024,65,12,12,62,18,Dropped,No,,Neutral
STU1236,36,Female,Kolkata,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,11-08-2024,67,40,18,26,27,Completed,Yes,3.3,Positive
STU1237,24,Other,Kolkata,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,30-10-2023,91,26,12,82,18,Completed,Yes,4.2,Positive
STU1238,36,Female,Chennai,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Desktop,30-10-2023,18,0,11,63,26,Dropped,No,,Negative
STU1239,23,Female,Bangalore,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Desktop,23-01-2023,50,16,19,58,17,Dropped,No,,Negative
STU1240,23,Male,Hyderabad,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,05-11-2024,30,47,2,59,21,Completed,Yes,4.1,Positive
STU1241,20,Male,Chennai,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,10-02-2024,66,49,2,26,16,Dropped,No,,Negative
STU1242,24,Female,Pune,PhD,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,09-10-2023,5,33,13,89,13,Dropped,No,,Negative
STU1243,36,Female,Kolkata,Master's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,09-01-2023,93,13,17,44,22,Completed,Yes,4.3,Positive
STU1244,25,Female,Kolkata,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,02-08-2024,97,16,18,78,4,Completed,Yes,4.3,Neutral
STU1245,27,Male,Kolkata,Master's,Job Seeker,Statistics for Data Science,Data Analytics,3999,Mobile,20-02-2023,42,2,9,32,4,Dropped,No,,Negative
STU1246,37,Male,Pune,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,12-09-2024,84,33,16,81,21,Completed,No,4.9,Negative
STU1247,32,Male,Kolkata,High School,Student,Web Development with HTML/CSS,Programming,2999,Desktop,23-05-2024,94,39,14,27,14,Completed,Yes,3.7,Positive
STU1248,32,Female,Delhi,Master's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,21-10-2023,106,24,18,64,5,Completed,Yes,4.6,Positive
STU1249,18,Male,Ahmedabad,Master's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,24-08-2023,5,1,8,37,16,Dropped,No,,Negative
STU1250,37,Female,Pune,High School,Student,Web Development with HTML/CSS,Programming,2999,Desktop,13-09-2024,50,33,3,79,14,Completed,Yes,3.2,Positive
STU1251,24,Female,Hyderabad,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,27-12-2023,85,25,14,79,14,Completed,Yes,3.2,Neutral
STU1252,44,Male,Ahmedabad,High School,Student,Statistics for Data Science,Data Analytics,3999,Mobile,13-08-2023,58,30,18,21,14,Dropped,No,,Neutral
STU1253,21,Female,Chennai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,13-10-2024,79,8,15,85,25,Completed,No,3.4,Positive
STU1254,23,Male,Hyderabad,Master's,Job Seeker,Python for Beginners,Programming,1999,Mobile,14-07-2023,84,29,7,33,24,Completed,Yes,4.5,Positive
STU1255,42,Female,Ahmedabad,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,27-09-2024,8,19,16,67,25,Dropped,No,,Neutral
STU1256,18,Female,Mumbai,High School,Job Seeker,Excel for Analytics,BI Tools,1499,Desktop,14-09-2023,113,20,0,75,29,Completed,Yes,4.1,Positive
STU1257,22,Female,Kolkata,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,25-11-2024,31,28,6,31,14,Dropped,No,,Negative
STU1258,44,Female,Mumbai,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,06-11-2024,12,24,17,74,19,Dropped,No,,Neutral
STU1259,40,Male,Bangalore,Bachelor's,Student,Python for Beginners,Programming,1999,Desktop,28-11-2024,21,37,11,47,3,Dropped,No,,Neutral
STU1260,18,Male,Bangalore,Master's,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,21-05-2023,94,43,15,23,17,Completed,Yes,4.4,Positive
STU1261,21,Female,Ahmedabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,05-10-2024,62,24,0,55,14,Dropped,No,,Negative
STU1262,39,Male,Mumbai,High School,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,10-04-2023,91,8,14,69,10,Dropped,No,,Negative
STU1263,19,Male,Pune,PhD,Freelancer,Power BI Masterclass,BI Tools,3499,Desktop,04-10-2024,108,38,6,22,13,Completed,Yes,3.4,Positive
STU1264,27,Male,Hyderabad,High School,Working Professional,Machine Learning Basics,AI/ML,5999,Mobile,23-10-2024,90,43,16,20,22,Completed,Yes,3.7,Positive
STU1265,22,Female,Mumbai,PhD,Working Professional,Machine Learning Basics,AI/ML,5999,Mobile,10-02-2023,33,25,2,36,4,Dropped,No,,Negative
STU1266,44,Male,Bangalore,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Desktop,13-11-2023,26,36,10,90,11,Completed,No,3.9,Negative
STU1267,27,Female,Mumbai,PhD,Job Seeker,Excel for Analytics,BI Tools,1499,Mobile,27-03-2024,90,15,5,81,15,Completed,Yes,4.4,Positive
STU1268,18,Other,Pune,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Desktop,04-02-2023,100,36,5,67,15,Completed,Yes,4.4,Neutral
STU1269,39,Male,Mumbai,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,16-08-2024,40,11,14,81,24,Dropped,No,,Neutral
STU1270,23,Male,Hyderabad,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Desktop,09-01-2024,65,23,6,88,2,Dropped,No,,Neutral
STU1271,30,Male,Chennai,High School,Student,Statistics for Data Science,Data Analytics,3999,Mobile,15-05-2023,59,25,10,38,11,Dropped,No,,Neutral
STU1272,32,Female,Pune,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,03-04-2023,15,19,16,53,2,Dropped,No,,Neutral
STU1273,21,Male,Bangalore,Bachelor's,Student,Python for Beginners,Programming,1999,Desktop,30-10-2023,114,8,17,68,23,Completed,Yes,3.3,Neutral
STU1274,30,Male,Hyderabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,01-12-2023,1,22,18,99,29,Completed,Yes,5,Neutral
STU1275,41,Male,Mumbai,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,01-03-2024,11,38,7,66,5,Dropped,No,,Negative
STU1276,37,Female,Mumbai,Bachelor's,Working Professional,Machine Learning Basics,AI/ML,5999,Mobile,29-06-2023,55,28,19,69,13,Dropped,No,,Negative
STU1277,41,Male,Chennai,Master's,Student,Python for Beginners,Programming,1999,Desktop,25-07-2023,2,30,7,45,1,Dropped,No,,Negative
STU1278,32,Female,Bangalore,Bachelor's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,16-05-2023,65,18,10,75,7,Dropped,No,,Negative
STU1279,25,Female,Bangalore,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,06-07-2024,95,19,2,97,7,Completed,Yes,4,Negative
