Student_ID,Age,Gender,City,Education_Level,Employment_Status,Course_Name,Course_Category,Course_Fee_INR,Device_Used,Enrollment_Date,Time_Spent_Hours,Videos_Watched,Assignments_Submitted,Quiz_Score,Login_Frequency_Per_Month,Completion_Status,Certificate_Earned,Course_Rating,Feedback_Sentiment,Completion_Flag,Age_Group
STU1117,32,Female,Bangalore,Bachelor's,Freelancer,Business Intelligence,BI Tools,4499,Mobile,2023-07-13,71,4,2,63,16,Dropped,No,0.0,Negative,0,31-37
STU1118,23,Female,Chennai,Bachelor's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,2023-09-02,116,3,4,90,9,Completed,Yes,4.6,Neutral,1,18-24
STU1119,39,Female,Ahmedabad,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Desktop,2024-08-08,16,10,10,27,24,Dropped,No,0.0,Negative,0,38-44
STU1120,34,Male,Kolkata,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,2024-01-28,53,17,6,92,4,Dropped,No,0.0,Negative,0,31-37
STU1121,41,Other,Hyderabad,Bachelor's,Student,Data Science with Python,Data Analytics,4999,Desktop,2023-08-28,40,41,5,21,24,Dropped,No,0.0,Negative,0,38-44
STU1122,23,Male,Kolkata,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Tablet,2024-02-25,100,48,13,36,29,Completed,Yes,3.7,Positive,1,18-24
STU1123,36,Female,Ahmedabad,Master's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,2023-02-14,20,29,0,71,28,Completed,Yes,4.9,Neutral,1,31-37
STU1124,42,Male,Bangalore,High School,Job Seeker,Excel for Analytics,BI Tools,1499,Mobile,2023-11-22,88,14,16,64,29,Completed,Yes,4.4,Negative,1,38-44
STU1125,19,Male,Bangalore,Bachelor's,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,2024-04-29,111,5,16,56,26,Completed,Yes,4.0,Positive,1,18-24
STU1126,32,Male,Delhi,Master's,Student,Excel for Analytics,BI Tools,1499,Desktop,2024-01-26,69,15,13,61,16,Dropped,No,0.0,Neutral,0,31-37
STU1127,28,Female,Mumbai,Bachelor's,Student,Data Science with Python,Data Analytics,4999,Desktop,2024-01-31,45,46,9,63,23,Completed,Yes,4.2,Positive,1,25-30
STU1128,25,Female,Kolkata,High School,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,2024-11-10,6,39,7,57,27,Dropped,No,0.0,Negative,0,25-30
STU1129,43,Male,Chennai,Bachelor's,Job Seeker,Business Intelligence,BI Tools,4499,Desktop,2024-10-29,92,8,7,25,11,Dropped,No,0.0,Negative,0,38-44
STU1130,36,Male,Ahmedabad,High School,Student,Power BI Masterclass,BI Tools,3499,Tablet,2023-06-05,69,42,13,87,7,Completed,Yes,3.9,Positive,1,31-37
STU1131,30,Female,Ahmedabad,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Tablet,2024-05-22,49,33,6,70,17,Completed,Yes,3.3,Positive,1,25-30
STU1132,29,Male,Ahmedabad,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,2023-02-07,39,26,5,54,22,Dropped,No,0.0,Negative,0,25-30
STU1133,22,Male,Chennai,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,2023-05-10,102,12,3,77,13,Completed,Yes,3.0,Positive,1,18-24
STU1134,23,Female,Mumbai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Tablet,2024-05-29,2,35,0,76,4,Dropped,No,0.0,Negative,0,18-24
STU1135,43,Female,Bangalore,Master's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,2024-08-27,107,26,14,92,14,Completed,No,3.8,Neutral,1,38-44
STU1136,39,Other,Delhi,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,2023-12-06,39,8,14,25,10,Dropped,No,0.0,Negative,0,38-44
STU1137,21,Male,Delhi,Bachelor's,Student,Python for Beginners,Programming,1999,Desktop,2023-04-13,118,4,0,32,10,Dropped,No,0.0,Neutral,0,18-24
STU1138,36,Male,Chennai,Bachelor's,Freelancer,Python for Beginners,Programming,1999,Desktop,2024-03-26,21,21,19,78,10,Dropped,No,0.0,Neutral,0,31-37
STU1139,37,Female,Delhi,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,2023-04-13,40,30,2,49,27,Dropped,No,0.0,Neutral,0,31-37
STU1140,18,Female,Ahmedabad,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Desktop,2024-06-22,101,2,4,21,12,Dropped,No,0.0,Neutral,0,18-24
STU1141,37,Female,Pune,Master's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,2024-04-12,82,29,4,77,2,Completed,Yes,4.7,Positive,1,31-37
STU1142,34,Female,Mumbai,Bachelor's,Student,Business Intelligence,BI Tools,4499,Tablet,2023-01-16,54,20,3,55,26,Completed,Yes,3.8,Positive,1,31-37
STU1143,29,Male,Bangalore,Bachelor's,Freelancer,Business Intelligence,BI Tools,4499,Desktop,2023-05-28,112,34,16,91,23,Completed,Yes,4.7,Positive,1,25-30
STU1144,32,Female,Pune,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,2024-02-24,110,5,19,64,9,Dropped,No,0.0,Neutral,0,31-37
STU1145,18,Male,Mumbai,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,2024-11-01,12,27,13,28,29,Dropped,No,0.0,Neutral,0,18-24
STU1146,43,Male,Hyderabad,Bachelor's,Freelancer,SQL Fundamentals,Data Analytics,2499,Mobile,2023-06-08,81,31,7,84,5,Completed,Yes,3.9,Negative,1,38-44
STU1147,31,Female,Kolkata,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Desktop,2023-03-18,37,41,1,96,8,Completed,Yes,3.9,Positive,1,31-37
STU1148,23,Male,Chennai,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Mobile,2024-04-25,110,36,7,69,21,Completed,No,4.6,Neutral,1,18-24
STU1149,22,Male,Ahmedabad,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,2023-09-29,38,24,0,98,14,Completed,Yes,4.3,Neutral,1,18-24
STU1150,28,Female,Delhi,Master's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,2023-12-13,15,31,3,51,7,Dropped,No,0.0,Negative,0,25-30
STU1151,21,Male,Hyderabad,Master's,Working Professional,Excel for Analytics,BI Tools,1499,Desktop,2024-09-30,7,34,18,62,7,Dropped,No,0.0,Negative,0,18-24
STU1152,30,Female,Delhi,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,2024-02-12,78,21,4,97,9,Completed,Yes,4.2,Positive,1,25-30
STU1153,28,Male,Pune,Bachelor's,Freelancer,Business Intelligence,BI Tools,4499,Mobile,2024-10-27,50,23,4,73,3,Dropped,No,0.0,Negative,0,25-30
STU1154,20,Female,Bangalore,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Mobile,2023-03-24,65,38,19,66,14,Completed,Yes,3.6,Positive,1,18-24
STU1155,18,Male,Bangalore,Master's,Student,Machine Learning Basics,AI/ML,5999,Desktop,2023-12-03,102,29,18,33,17,Completed,Yes,4.2,Neutral,1,18-24
STU1156,23,Male,Bangalore,Bachelor's,Student,Python for Beginners,Programming,1999,Mobile,2024-11-21,67,49,11,67,18,Completed,Yes,4.4,Positive,1,18-24
STU1157,35,Other,Ahmedabad,PhD,Student,SQL Fundamentals,Data Analytics,2499,Mobile,2024-06-30,101,31,19,74,12,Completed,Yes,4.0,Neutral,1,31-37
STU1158,41,Female,Delhi,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,2024-01-25,44,30,0,48,22,Dropped,No,0.0,Neutral,0,38-44
STU1159,27,Male,Hyderabad,Bachelor's,Working Professional,Excel for Analytics,BI Tools,1499,Tablet,2023-11-21,31,22,6,66,14,Dropped,No,0.0,Negative,0,25-30
STU1160,22,Male,Bangalore,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Desktop,2024-10-03,43,39,16,82,26,Completed,Yes,3.4,Positive,1,18-24
STU1161,40,Female,Hyderabad,Master's,Freelancer,Web Development with HTML/CSS,Programming,2999,Mobile,2024-05-14,77,32,1,38,26,Completed,Yes,3.8,Positive,1,38-44
STU1162,27,Female,Delhi,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,2024-07-08,48,24,10,28,28,Dropped,No,0.0,Negative,0,25-30
STU1163,29,Female,Ahmedabad,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,2023-02-06,82,35,6,56,13,Completed,No,3.6,Positive,1,25-30
STU1164,19,Female,Pune,PhD,Working Professional,Business Intelligence,BI Tools,4499,Mobile,2024-09-24,81,23,16,71,14,Completed,Yes,4.5,Positive,1,18-24
STU1165,30,Male,Ahmedabad,High School,Student,Machine Learning Basics,AI/ML,5999,Desktop,2023-03-12,81,30,2,76,9,Completed,No,4.3,Negative,1,25-30
STU1166,25,Male,Hyderabad,Master's,Working Professional,Business Intelligence,BI Tools,4499,Mobile,2023-08-29,61,38,5,47,19,Completed,Yes,4.9,Positive,1,25-30
STU1167,19,Female,Ahmedabad,Bachelor's,Job Seeker,Digital Marketing Analytics,Marketing,3999,Mobile,2024-10-08,75,45,10,55,26,Completed,Yes,4.6,Negative,1,18-24
STU1168,37,Male,Ahmedabad,Master's,Working Professional,Business Intelligence,BI Tools,4499,Desktop,2024-12-01,84,12,17,83,2,Dropped,No,0.0,Negative,0,31-37
STU1169,18,Male,Pune,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Desktop,2023-10-22,10,9,17,37,11,Dropped,No,0.0,Negative,0,18-24
STU1170,22,Female,Delhi,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,2023-08-21,29,22,9,54,17,Dropped,No,0.0,Negative,0,18-24
STU1171,26,Female,Delhi,Master's,Student,Business Intelligence,BI Tools,4499,Mobile,2023-04-03,48,17,4,87,2,Dropped,No,0.0,Negative,0,25-30
STU1172,34,Female,Chennai,High School,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,2024-03-20,98,31,14,97,19,Completed,Yes,3.7,Neutral,1,31-37
STU1173,26,Female,Ahmedabad,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,2023-04-11,81,32,19,58,7,Completed,Yes,3.6,Positive,1,25-30
STU1174,28,Female,Delhi,Bachelor's,Student,Excel for Analytics,BI Tools,1499,Desktop,2024-10-10,118,35,3,27,18,Completed,Yes,4.6,Positive,1,25-30
STU1175,32,Male,Delhi,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,2023-04-13,62,27,0,99,13,Completed,Yes,3.7,Positive,1,31-37
STU1176,41,Male,Mumbai,Bachelor's,Job Seeker,Data Science with Python,Data Analytics,4999,Mobile,2024-03-30,116,15,14,34,5,Dropped,No,0.0,Neutral,0,38-44
STU1177,23,Male,Bangalore,High School,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,2023-06-20,106,15,16,26,18,Dropped,No,0.0,Negative,0,18-24
STU1178,40,Male,Chennai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Tablet,2023-11-03,13,17,18,36,23,Dropped,No,0.0,Negative,0,38-44
STU1179,20,Female,Kolkata,Bachelor's,Job Seeker,Digital Marketing Analytics,Marketing,3999,Desktop,2023-01-30,44,7,13,83,26,Completed,No,4.9,Positive,1,18-24
STU1180,34,Male,Chennai,Bachelor's,Job Seeker,Machine Learning Basics,AI/ML,5999,Tablet,2023-02-17,47,41,18,31,24,Dropped,No,0.0,Neutral,0,31-37
STU1181,22,Male,Chennai,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Mobile,2023-11-29,103,15,17,75,24,Completed,Yes,3.4,Positive,1,18-24
STU1182,29,Male,Kolkata,Master's,Student,Excel for Analytics,BI Tools,1499,Tablet,2023-02-27,64,10,1,65,29,Completed,Yes,5.0,Positive,1,25-30
STU1183,35,Male,Mumbai,Master's,Job Seeker,Python for Beginners,Programming,1999,Mobile,2023-10-28,91,5,5,66,16,Completed,Yes,3.4,Positive,1,31-37
STU1184,31,Male,Ahmedabad,Master's,Student,Business Intelligence,BI Tools,4499,Desktop,2024-01-03,118,0,12,98,15,Completed,Yes,4.5,Neutral,1,31-37
STU1185,38,Male,Pune,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,2024-01-19,53,11,16,35,8,Dropped,No,0.0,Negative,0,38-44
STU1186,41,Male,Delhi,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,2024-03-17,90,37,5,88,26,Completed,Yes,3.1,Positive,1,38-44
STU1187,28,Male,Bangalore,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,2023-05-30,92,27,4,21,15,Dropped,No,0.0,Negative,0,25-30
STU1188,26,Male,Hyderabad,Bachelor's,Student,Power BI Masterclass,BI Tools,3499,Mobile,2023-09-08,77,44,6,73,25,Completed,Yes,4.5,Positive,1,25-30
STU1189,19,Female,Ahmedabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,2024-06-27,76,16,0,46,1,Dropped,No,0.0,Negative,0,18-24
STU1190,29,Male,Kolkata,High School,Working Professional,Business Intelligence,BI Tools,4499,Desktop,2024-02-26,44,0,12,50,28,Dropped,No,0.0,Neutral,0,25-30
STU1191,20,Male,Pune,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,2024-08-02,28,31,18,60,17,Dropped,No,0.0,Negative,0,18-24
STU1192,20,Female,Ahmedabad,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,2024-11-29,2,7,0,55,15,Dropped,No,0.0,Neutral,0,18-24
STU1193,18,Male,Kolkata,Bachelor's,Job Seeker,Digital Marketing Analytics,Marketing,3999,Desktop,2023-07-04,101,39,12,66,14,Completed,Yes,4.9,Positive,1,18-24
STU1194,25,Female,Delhi,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,2023-06-24,57,42,10,62,14,Completed,Yes,3.4,Positive,1,25-30
STU1195,39,Female,Mumbai,High School,Student,Machine Learning Basics,AI/ML,5999,Mobile,2023-06-29,57,45,6,84,10,Completed,Yes,4.6,Positive,1,38-44
STU1196,25,Male,Ahmedabad,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Mobile,2023-03-22,34,23,19,69,2,Dropped,No,0.0,Neutral,0,25-30
STU1197,28,Female,Kolkata,Master's,Working Professional,Machine Learning Basics,AI/ML,5999,Tablet,2024-09-16,87,9,2,20,27,Dropped,No,0.0,Neutral,0,25-30
STU1198,26,Male,Delhi,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,2024-01-27,58,46,0,91,6,Completed,Yes,4.7,Positive,1,25-30
STU1199,22,Female,Delhi,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Desktop,2024-09-26,52,38,7,76,17,Completed,Yes,3.1,Positive,1,18-24
STU1200,31,Male,Mumbai,High School,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,2024-11-30,109,38,16,35,5,Completed,Yes,4.7,Positive,1,31-37
STU1201,20,Female,Chennai,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Desktop,2023-09-04,29,9,12,47,5,Dropped,No,0.0,Negative,0,18-24
STU1202,38,Male,Ahmedabad,High School,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,2024-05-24,35,35,13,41,15,Dropped,No,0.0,Neutral,0,38-44
STU1203,22,Male,Ahmedabad,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,2024-08-20,75,24,4,60,15,Completed,Yes,4.6,Negative,1,18-24
STU1204,22,Female,Chennai,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Mobile,2023-05-27,48,49,5,95,20,Completed,Yes,4.3,Negative,1,18-24
STU1205,36,Male,Bangalore,Master's,Student,Digital Marketing Analytics,Marketing,3999,Desktop,2023-08-26,33,9,5,38,11,Dropped,No,0.0,Neutral,0,31-37
STU1206,44,Male,Bangalore,Bachelor's,Freelancer,Excel for Analytics,BI Tools,1499,Mobile,2024-04-17,115,18,7,69,5,Completed,Yes,3.3,Positive,1,38-44
STU1207,31,Female,Chennai,Master's,Freelancer,Power BI Masterclass,BI Tools,3499,Mobile,2024-10-15,75,45,12,78,28,Completed,Yes,3.6,Positive,1,31-37
STU1208,43,Female,Pune,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,2023-09-18,73,44,17,88,1,Completed,Yes,3.5,Negative,1,38-44
STU1209,21,Male,Hyderabad,Bachelor's,Job Seeker,Business Intelligence,BI Tools,4499,Mobile,2024-04-15,78,14,3,53,11,Dropped,No,0.0,Negative,0,18-24
STU1210,42,Female,Delhi,Bachelor's,Student,Python for Beginners,Programming,1999,Desktop,2023-09-19,9,15,16,58,11,Dropped,No,0.0,Neutral,0,38-44
STU1211,30,Female,Hyderabad,High School,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,2024-11-13,103,1,4,93,6,Completed,Yes,3.3,Positive,1,25-30
STU1212,27,Female,Delhi,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Mobile,2023-01-10,48,28,2,26,23,Dropped,No,0.0,Neutral,0,25-30
STU1213,42,Male,Chennai,Master's,Student,Excel for Analytics,BI Tools,1499,Desktop,2024-04-21,67,3,3,71,8,Dropped,No,0.0,Negative,0,38-44
STU1214,35,Female,Bangalore,Bachelor's,Working Professional,Web Development with HTML/CSS,Programming,2999,Desktop,2023-10-22,93,49,4,79,2,Completed,Yes,3.8,Positive,1,31-37
STU1215,25,Male,Pune,Bachelor's,Working Professional,Python for Beginners,Programming,1999,Mobile,2024-11-24,83,28,13,71,15,Completed,Yes,3.8,Positive,1,25-30
STU1216,25,Other,Bangalore,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Mobile,2024-07-13,36,30,14,98,23,Completed,Yes,3.9,Positive,1,25-30
STU1217,24,Male,Hyderabad,Master's,Working Professional,Excel for Analytics,BI Tools,1499,Mobile,2023-06-11,96,16,19,43,22,Completed,Yes,4.2,Positive,1,18-24
STU1218,25,Male,Bangalore,PhD,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,2023-03-17,71,9,16,45,9,Dropped,No,0.0,Neutral,0,25-30
STU1219,31,Female,Chennai,Master's,Freelancer,Statistics for Data Science,Data Analytics,3999,Mobile,2024-03-28,119,26,5,29,15,Completed,Yes,4.2,Positive,1,31-37
STU1220,36,Male,Pune,Bachelor's,Student,Data Science with Python,Data Analytics,4999,Mobile,2023-12-20,92,40,9,36,8,Completed,Yes,4.1,Neutral,1,31-37
STU1221,23,Other,Hyderabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,2024-08-24,44,14,15,97,16,Completed,Yes,4.8,Positive,1,18-24
STU1222,18,Other,Pune,Bachelor's,Student,Business Intelligence,BI Tools,4499,Desktop,2023-11-03,82,43,16,21,27,Completed,Yes,4.7,Positive,1,18-24
STU1223,40,Female,Ahmedabad,High School,Freelancer,Power BI Masterclass,BI Tools,3499,Desktop,2024-10-16,60,30,13,96,14,Completed,No,3.8,Positive,1,38-44
STU1224,32,Male,Delhi,High School,Student,Power BI Masterclass,BI Tools,3499,Desktop,2024-03-10,63,20,19,46,15,Dropped,No,0.0,Neutral,0,31-37
STU1225,18,Female,Bangalore,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Desktop,2023-09-14,5,40,11,92,20,Completed,Yes,3.1,Positive,1,18-24
STU1226,42,Male,Pune,Bachelor's,Freelancer,Statistics for Data Science,Data Analytics,3999,Desktop,2024-04-12,87,45,8,90,13,Completed,Yes,4.9,Positive,1,38-44
STU1227,34,Male,Mumbai,PhD,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,2023-11-06,119,44,14,67,9,Completed,Yes,4.4,Positive,1,31-37
STU1228,18,Female,Ahmedabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,2023-07-23,86,25,11,93,1,Completed,Yes,4.6,Positive,1,18-24
STU1229,32,Male,Bangalore,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Mobile,2024-01-29,90,37,13,28,27,Completed,Yes,4.2,Positive,1,31-37
STU1230,40,Male,Delhi,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Desktop,2024-05-09,106,35,17,42,6,Completed,Yes,4.8,Positive,1,38-44
STU1231,19,Other,Pune,Master's,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,2023-04-20,76,16,19,90,8,Completed,Yes,3.2,Positive,1,18-24
STU1232,31,Male,Hyderabad,Master's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,2023-08-31,40,2,5,92,27,Completed,Yes,3.5,Positive,1,31-37
STU1233,38,Male,Delhi,Master's,Student,Excel for Analytics,BI Tools,1499,Desktop,2024-01-26,19,13,3,46,27,Dropped,No,0.0,Neutral,0,38-44
STU1234,25,Female,Mumbai,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Mobile,2024-08-08,47,48,11,90,20,Completed,Yes,4.3,Positive,1,25-30
STU1235,25,Male,Pune,Bachelor's,Freelancer,SQL Fundamentals,Data Analytics,2499,Mobile,2024-01-03,65,12,12,62,18,Dropped,No,0.0,Neutral,0,25-30
STU1236,36,Female,Kolkata,Bachelor's,Working Professional,Digital Marketing Analytics,Marketing,3999,Desktop,2024-08-11,67,40,18,26,27,Completed,Yes,3.3,Positive,1,31-37
STU1237,24,Other,Kolkata,Bachelor's,Student,Statistics for Data Science,Data Analytics,3999,Desktop,2023-10-30,91,26,12,82,18,Completed,Yes,4.2,Positive,1,18-24
STU1238,36,Female,Chennai,Bachelor's,Student,SQL Fundamentals,Data Analytics,2499,Desktop,2023-10-30,18,0,11,63,26,Dropped,No,0.0,Negative,0,31-37
STU1239,23,Female,Bangalore,Bachelor's,Student,Machine Learning Basics,AI/ML,5999,Desktop,2023-01-23,50,16,19,58,17,Dropped,No,0.0,Negative,0,18-24
STU1240,23,Male,Hyderabad,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Mobile,2024-11-05,30,47,2,59,21,Completed,Yes,4.1,Positive,1,18-24
STU1241,20,Male,Chennai,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,2024-02-10,66,49,2,26,16,Dropped,No,0.0,Negative,0,18-24
STU1242,24,Female,Pune,PhD,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,2023-10-09,5,33,13,89,13,Dropped,No,0.0,Negative,0,18-24
STU1243,36,Female,Kolkata,Master's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,2023-01-09,93,13,17,44,22,Completed,Yes,4.3,Positive,1,31-37
STU1244,25,Female,Kolkata,Master's,Working Professional,Statistics for Data Science,Data Analytics,3999,Desktop,2024-08-02,97,16,18,78,4,Completed,Yes,4.3,Neutral,1,25-30
STU1245,27,Male,Kolkata,Master's,Job Seeker,Statistics for Data Science,Data Analytics,3999,Mobile,2023-02-20,42,2,9,32,4,Dropped,No,0.0,Negative,0,25-30
STU1246,37,Male,Pune,Bachelor's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,2024-09-12,84,33,16,81,21,Completed,No,4.9,Negative,1,31-37
STU1247,32,Male,Kolkata,High School,Student,Web Development with HTML/CSS,Programming,2999,Desktop,2024-05-23,94,39,14,27,14,Completed,Yes,3.7,Positive,1,31-37
STU1248,32,Female,Delhi,Master's,Job Seeker,Data Science with Python,Data Analytics,4999,Desktop,2023-10-21,106,24,18,64,5,Completed,Yes,4.6,Positive,1,31-37
STU1249,18,Male,Ahmedabad,Master's,Working Professional,SQL Fundamentals,Data Analytics,2499,Desktop,2023-08-24,5,1,8,37,16,Dropped,No,0.0,Negative,0,18-24
STU1250,37,Female,Pune,High School,Student,Web Development with HTML/CSS,Programming,2999,Desktop,2024-09-13,50,33,3,79,14,Completed,Yes,3.2,Positive,1,31-37
STU1251,24,Female,Hyderabad,Master's,Working Professional,Web Development with HTML/CSS,Programming,2999,Mobile,2023-12-27,85,25,14,79,14,Completed,Yes,3.2,Neutral,1,18-24
STU1252,44,Male,Ahmedabad,High School,Student,Statistics for Data Science,Data Analytics,3999,Mobile,2023-08-13,58,30,18,21,14,Dropped,No,0.0,Neutral,0,38-44
STU1253,21,Female,Chennai,Bachelor's,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,2024-10-13,79,8,15,85,25,Completed,No,3.4,Positive,1,18-24
STU1254,23,Male,Hyderabad,Master's,Job Seeker,Python for Beginners,Programming,1999,Mobile,2023-07-14,84,29,7,33,24,Completed,Yes,4.5,Positive,1,18-24
STU1255,42,Female,Ahmedabad,Bachelor's,Job Seeker,SQL Fundamentals,Data Analytics,2499,Mobile,2024-09-27,8,19,16,67,25,Dropped,No,0.0,Neutral,0,38-44
STU1256,18,Female,Mumbai,High School,Job Seeker,Excel for Analytics,BI Tools,1499,Desktop,2023-09-14,113,20,0,75,29,Completed,Yes,4.1,Positive,1,18-24
STU1257,22,Female,Kolkata,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Mobile,2024-11-25,31,28,6,31,14,Dropped,No,0.0,Negative,0,18-24
STU1258,44,Female,Mumbai,Master's,Working Professional,Power BI Masterclass,BI Tools,3499,Desktop,2024-11-06,12,24,17,74,19,Dropped,No,0.0,Neutral,0,38-44
STU1259,40,Male,Bangalore,Bachelor's,Student,Python for Beginners,Programming,1999,Desktop,2024-11-28,21,37,11,47,3,Dropped,No,0.0,Neutral,0,38-44
STU1260,18,Male,Bangalore,Master's,Job Seeker,Machine Learning Basics,AI/ML,5999,Mobile,2023-05-21,94,43,15,23,17,Completed,Yes,4.4,Positive,1,18-24
STU1261,21,Female,Ahmedabad,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Mobile,2024-10-05,62,24,0,55,14,Dropped,No,0.0,Negative,0,18-24
STU1262,39,Male,Mumbai,High School,Working Professional,SQL Fundamentals,Data Analytics,2499,Mobile,2023-04-10,91,8,14,69,10,Dropped,No,0.0,Negative,0,38-44
STU1263,19,Male,Pune,PhD,Freelancer,Power BI Masterclass,BI Tools,3499,Desktop,2024-10-04,108,38,6,22,13,Completed,Yes,3.4,Positive,1,18-24
STU1264,27,Male,Hyderabad,High School,Working Professional,Machine Learning Basics,AI/ML,5999,Mobile,2024-10-23,90,43,16,20,22,Completed,Yes,3.7,Positive,1,25-30
STU1265,22,Female,Mumbai,PhD,Working Professional,Machine Learning Basics,AI/ML,5999,Mobile,2023-02-10,33,25,2,36,4,Dropped,No,0.0,Negative,0,18-24
STU1266,44,Male,Bangalore,Bachelor's,Job Seeker,Web Development with HTML/CSS,Programming,2999,Desktop,2023-11-13,26,36,10,90,11,Completed,No,3.9,Negative,1,38-44
STU1267,27,Female,Mumbai,PhD,Job Seeker,Excel for Analytics,BI Tools,1499,Mobile,2024-03-27,90,15,5,81,15,Completed,Yes,4.4,Positive,1,25-30
STU1268,18,Other,Pune,Bachelor's,Student,Web Development with HTML/CSS,Programming,2999,Desktop,2023-02-04,100,36,5,67,15,Completed,Yes,4.4,Neutral,1,18-24
STU1269,39,Male,Mumbai,Bachelor's,Working Professional,Data Science with Python,Data Analytics,4999,Desktop,2024-08-16,40,11,14,81,24,Dropped,No,0.0,Neutral,0,38-44
STU1270,23,Male,Hyderabad,Bachelor's,Job Seeker,Python for Beginners,Programming,1999,Desktop,2024-01-09,65,23,6,88,2,Dropped,No,0.0,Neutral,0,18-24
STU1271,30,Male,Chennai,High School,Student,Statistics for Data Science,Data Analytics,3999,Mobile,2023-05-15,59,25,10,38,11,Dropped,No,0.0,Neutral,0,25-30
